Date,Volume,Low,Close,Open,Market Cap,High
"Dec 31, 2017","771,042,000",213.81,232.10,216.97,"11,835,100,000",237.79
"Dec 30, 2017","943,667,000",208.20,218.96,245.09,"13,364,800,000",245.43
"Dec 29, 2017","1,392,210,000",238.33,245.50,250.35,"13,648,200,000",258.04
"Dec 28, 2017","2,593,240,000",231.38,249.93,272.13,"14,831,200,000",273.18
"Dec 27, 2017","777,138,000",264.42,272.17,286.59,"15,615,200,000",290.94
"Dec 26, 2017","842,993,000",272.26,286.50,273.11,"14,876,400,000",289.51
"Dec 25, 2017","804,377,000",269.57,273.39,277.49,"15,111,400,000",286.79
"Dec 24, 2017","1,122,910,000",251.04,275.98,291.01,"15,842,900,000",291.01
"Dec 23, 2017","1,352,580,000",261.64,288.27,269.27,"14,655,200,000",312.67
"Dec 22, 2017","2,938,040,000",187.48,264.93,319.26,"17,371,200,000",320.30
"Dec 21, 2017","1,555,940,000",299.53,317.46,314.66,"17,116,600,000",339.74
"Dec 20, 2017","2,104,060,000",308.63,314.62,349.60,"19,012,500,000",349.60
"Dec 19, 2017","2,150,480,000",335.68,350.25,359.13,"19,525,500,000",375.29
"Dec 18, 2017","1,966,600,000",302.00,358.34,318.95,"17,336,500,000",360.93
"Dec 17, 2017","1,703,580,000",301.78,318.72,301.78,"16,398,800,000",332.59
"Dec 16, 2017","1,291,380,000",290.13,298.97,299.34,"16,260,700,000",309.90
"Dec 15, 2017","2,599,940,000",251.22,299.78,280.97,"15,258,500,000",316.41
"Dec 14, 2017","2,114,880,000",265.66,279.33,301.20,"16,352,400,000",311.32
"Dec 13, 2017","3,409,790,000",287.48,302.60,315.36,"17,116,500,000",341.80
"Dec 12, 2017","6,961,680,000",209.68,316.16,212.46,"11,528,600,000",341.72
"Dec 11, 2017","2,913,980,000",147.34,214.20,148.26,"8,042,020,000",225.29
"Dec 10, 2017","1,087,340,000",130.16,148.66,155.63,"8,438,840,000",155.63
"Dec 09, 2017","2,436,540,000",126.59,155.24,127.48,"6,910,360,000",171.55
"Dec 08, 2017","1,515,560,000",95.40,124.85,98.33,"5,327,910,000",133.07
"Dec 07, 2017","645,691,000",92.27,98.29,99.98,"5,415,710,000",101.34
"Dec 06, 2017","547,512,000",97.31,100.35,102.48,"5,548,860,000",104.82
"Dec 05, 2017","328,726,000",101.84,102.40,104.28,"5,644,390,000",104.30
"Dec 04, 2017","331,151,000",96.53,104.24,101.40,"5,486,740,000",104.24
"Dec 03, 2017","364,022,000",98.10,101.26,100.19,"5,420,380,000",106.39
"Dec 02, 2017","402,554,000",98.32,100.28,98.94,"5,351,330,000",103.80
"Dec 01, 2017","561,343,000",83.74,99.00,88.00,"4,758,600,000",100.41
"Nov 30, 2017","481,948,000",78.08,88.33,86.25,"4,662,340,000",93.54
"Nov 29, 2017","786,820,000",81.77,85.57,96.01,"5,188,580,000",104.61
"Nov 28, 2017","388,931,000",90.34,96.03,91.72,"4,955,290,000",96.03
"Nov 27, 2017","429,591,000",85.89,91.60,85.89,"4,638,580,000",93.29
"Nov 26, 2017","357,457,000",84.02,85.93,88.94,"4,801,830,000",88.94
"Nov 25, 2017","487,897,000",77.52,88.82,77.91,"4,205,220,000",89.37
"Nov 24, 2017","287,392,000",72.81,77.97,73.14,"3,946,910,000",77.97
"Nov 23, 2017","315,247,000",70.90,73.22,71.98,"3,882,950,000",76.40
"Nov 22, 2017","157,890,000",70.18,71.89,70.18,"3,785,260,000",71.95
"Nov 21, 2017","231,665,000",68.11,70.03,72.20,"3,892,860,000",72.53
"Nov 20, 2017","188,976,000",70.79,72.25,71.41,"3,849,390,000",72.92
"Nov 19, 2017","243,057,000",68.60,71.59,69.51,"3,745,710,000",72.98
"Nov 18, 2017","174,063,000",65.71,69.64,67.41,"3,631,120,000",69.77
"Nov 17, 2017","350,505,000",65.78,67.57,70.45,"3,794,080,000",71.12
"Nov 16, 2017","418,129,000",62.94,71.06,63.81,"3,435,690,000",72.48
"Nov 15, 2017","194,636,000",62.71,63.82,62.78,"3,379,200,000",65.52
"Nov 14, 2017","174,111,000",60.87,62.68,61.64,"3,317,410,000",63.81
"Nov 13, 2017","237,478,000",58.85,61.40,59.18,"3,183,830,000",62.76
"Nov 12, 2017","322,820,000",57.41,59.01,62.31,"3,351,310,000",62.31
"Nov 11, 2017","272,494,000",59.24,62.30,59.35,"3,191,150,000",63.71
"Nov 10, 2017","291,596,000",56.91,59.26,64.44,"3,463,640,000",65.90
"Nov 09, 2017","279,653,000",61.73,64.27,62.49,"3,358,100,000",66.84
"Nov 08, 2017","349,454,000",60.79,62.57,61.11,"3,283,270,000",64.06
"Nov 07, 2017","402,670,000",54.99,61.30,54.99,"2,953,400,000",63.81
"Nov 06, 2017","133,918,000",53.95,55.17,54.76,"2,940,380,000",56.17
"Nov 05, 2017","84,302,000",54.63,54.75,55.03,"2,953,940,000",55.48
"Nov 04, 2017","83,633,100",54.94,55.04,56.22,"3,016,940,000",56.37
"Nov 03, 2017","150,030,000",54.28,56.18,54.58,"2,928,260,000",56.29
"Nov 02, 2017","221,077,000",50.85,54.74,53.56,"2,872,910,000",55.28
"Nov 01, 2017","112,759,000",53.18,53.18,55.74,"2,989,140,000",55.74
"Oct 31, 2017","99,381,100",55.72,55.75,56.37,"3,021,830,000",56.79
"Oct 30, 2017","129,287,000",56.24,56.39,56.84,"3,046,410,000",58.55
"Oct 29, 2017","138,340,000",54.49,57.11,54.67,"2,929,280,000",57.75
"Oct 28, 2017","71,063,200",54.57,54.69,55.38,"2,966,700,000",56.13
"Oct 27, 2017","78,923,100",55.15,55.33,55.67,"2,981,330,000",56.25
"Oct 26, 2017","81,104,700",55.28,55.74,56.47,"3,023,150,000",57.15
"Oct 25, 2017","114,510,000",54.09,56.49,55.95,"2,994,670,000",56.58
"Oct 24, 2017","199,789,000",53.29,55.96,54.96,"2,940,790,000",59.10
"Oct 23, 2017","177,315,000",52.87,54.92,56.77,"3,036,830,000",56.77
"Oct 22, 2017","96,781,400",56.44,56.81,58.27,"3,116,350,000",58.65
"Oct 21, 2017","139,503,000",56.83,58.20,60.30,"3,224,150,000",60.52
"Oct 20, 2017","150,542,000",58.56,60.33,59.81,"3,196,870,000",61.88
"Oct 19, 2017","160,943,000",58.71,59.74,60.82,"3,250,090,000",61.29
"Oct 18, 2017","283,869,000",53.79,60.73,59.59,"3,183,230,000",61.75
"Oct 17, 2017","205,363,000",58.85,59.48,64.67,"3,454,040,000",64.70
"Oct 16, 2017","200,428,000",62.69,64.62,65.72,"3,508,860,000",66.34
"Oct 15, 2017","453,940,000",62.55,65.47,64.13,"3,422,800,000",70.09
"Oct 14, 2017","313,106,000",58.60,63.95,59.41,"3,169,870,000",66.19
"Oct 13, 2017","357,124,000",55.84,59.43,60.55,"3,230,160,000",60.96
"Oct 12, 2017","341,369,000",50.87,60.11,50.89,"2,713,870,000",60.11
"Oct 11, 2017","57,390,100",50.32,50.89,50.75,"2,706,060,000",51.14
"Oct 10, 2017","90,415,500",49.86,50.72,50.15,"2,673,460,000",51.67
"Oct 09, 2017","152,366,000",48.47,50.16,53.08,"2,828,800,000",53.39
"Oct 08, 2017","100,841,000",52.26,53.14,52.49,"2,796,640,000",54.51
"Oct 07, 2017","51,786,200",51.64,52.58,52.14,"2,776,920,000",52.75
"Oct 06, 2017","59,355,900",51.53,52.12,51.64,"2,749,460,000",52.60
"Oct 05, 2017","69,594,400",50.44,51.67,51.40,"2,736,260,000",51.87
"Oct 04, 2017","77,473,400",50.83,51.40,52.28,"2,782,460,000",53.05
"Oct 03, 2017","88,516,100",51.59,52.35,53.39,"2,840,540,000",53.59
"Oct 02, 2017","95,474,600",53.26,53.38,54.55,"2,901,270,000",54.78
"Oct 01, 2017","100,183,000",53.63,54.54,55.14,"2,931,740,000",55.16
"Sep 30, 2017","131,446,000",52.62,55.14,52.63,"2,797,460,000",55.23
"Sep 29, 2017","186,560,000",50.42,52.62,54.11,"2,875,460,000",54.16
"Sep 28, 2017","202,009,000",53.41,54.09,56.21,"2,986,370,000",56.67
"Sep 27, 2017","220,363,000",51.58,56.28,51.58,"2,739,380,000",56.54
"Sep 26, 2017","173,663,000",51.08,51.55,51.69,"2,744,540,000",53.70
"Sep 25, 2017","208,641,000",47.57,51.58,47.62,"2,527,830,000",52.44
"Sep 24, 2017","82,147,100",47.52,47.62,49.25,"2,613,620,000",49.27
"Sep 23, 2017","142,073,000",46.69,49.27,48.16,"2,554,900,000",49.79
"Sep 22, 2017","218,134,000",45.19,48.09,46.65,"2,474,380,000",49.09
"Sep 21, 2017","229,363,000",45.67,46.61,51.66,"2,739,370,000",52.31
"Sep 20, 2017","160,252,000",51.25,51.73,52.74,"2,795,880,000",53.83
"Sep 19, 2017","286,583,000",51.05,52.84,55.68,"2,950,880,000",55.88
"Sep 18, 2017","408,675,000",48.53,55.53,48.53,"2,571,070,000",55.61
"Sep 17, 2017","245,262,000",45.12,48.49,48.23,"2,554,450,000",49.88
"Sep 16, 2017","562,278,000",46.46,48.26,48.13,"2,548,580,000",52.83
"Sep 15, 2017","1,554,340,000",32.03,48.21,41.69,"2,206,520,000",50.65
"Sep 14, 2017","749,714,000",41.25,41.58,61.64,"3,261,960,000",62.43
"Sep 13, 2017","501,522,000",58.93,61.73,64.32,"3,402,820,000",64.60
"Sep 12, 2017","481,218,000",63.86,64.23,66.24,"3,503,300,000",70.25
"Sep 11, 2017","412,076,000",61.37,66.04,61.65,"3,259,510,000",67.23
"Sep 10, 2017","529,848,000",57.06,61.61,65.80,"3,478,400,000",65.95
"Sep 09, 2017","467,895,000",64.01,66.01,67.21,"3,551,950,000",69.55
"Sep 08, 2017","930,673,000",63.83,67.79,78.45,"4,144,630,000",80.13
"Sep 07, 2017","526,829,000",75.59,78.48,79.88,"4,218,690,000",81.06
"Sep 06, 2017","830,718,000",71.51,80.11,71.78,"3,789,670,000",80.64
"Sep 05, 2017","1,016,090,000",59.05,71.29,65.25,"3,444,150,000",72.44
"Sep 04, 2017","922,041,000",61.24,65.21,76.73,"4,049,140,000",76.73
"Sep 03, 2017","675,462,000",73.61,76.84,78.98,"4,166,600,000",82.83
"Sep 02, 2017","1,363,990,000",72.23,79.02,85.83,"4,526,680,000",92.07
"Sep 01, 2017","1,551,740,000",70.01,86.04,70.86,"3,735,870,000",87.41
"Aug 31, 2017","633,147,000",64.04,71.06,64.16,"3,381,750,000",72.28
"Aug 30, 2017","240,309,000",60.90,64.17,63.16,"3,328,240,000",64.21
"Aug 29, 2017","294,799,000",61.26,63.17,62.39,"3,286,610,000",63.29
"Aug 28, 2017","556,637,000",59.87,62.36,61.36,"3,231,200,000",64.92
"Aug 27, 2017","890,546,000",51.64,61.16,51.80,"2,726,990,000",64.44
"Aug 26, 2017","126,024,000",50.45,51.75,51.17,"2,692,560,000",52.26
"Aug 25, 2017","157,619,000",49.84,51.18,50.17,"2,639,490,000",52.13
"Aug 24, 2017","391,342,000",50.19,50.19,52.82,"2,778,190,000",53.28
"Aug 23, 2017","447,188,000",46.48,53.25,46.71,"2,456,090,000",54.78
"Aug 22, 2017","163,104,000",45.48,46.73,47.90,"2,517,440,000",47.90
"Aug 21, 2017","207,172,000",45.62,47.94,46.19,"2,427,130,000",48.75
"Aug 20, 2017","138,850,000",44.75,46.23,45.38,"2,383,680,000",47.55
"Aug 19, 2017","155,404,000",43.78,45.48,47.05,"2,471,190,000",47.08
"Aug 18, 2017","293,350,000",43.59,47.28,43.90,"2,304,770,000",47.86
"Aug 17, 2017","104,020,000",43.78,43.91,44.18,"2,318,000,000",44.83
"Aug 16, 2017","120,765,000",42.57,44.15,43.37,"2,275,660,000",45.06
"Aug 15, 2017","206,081,000",42.29,43.31,45.81,"2,403,520,000",45.84
"Aug 14, 2017","114,402,000",45.43,45.80,45.83,"2,403,870,000",46.51
"Aug 13, 2017","242,565,000",44.33,45.81,46.57,"2,441,760,000",48.07
"Aug 12, 2017","142,065,000",46.29,46.43,47.05,"2,466,360,000",47.62
"Aug 11, 2017","137,644,000",46.40,47.10,46.40,"2,431,830,000",47.33
"Aug 10, 2017","121,661,000",46.50,46.50,48.05,"2,517,300,000",48.51
"Aug 09, 2017","253,103,000",47.16,48.01,48.59,"2,544,750,000",50.23
"Aug 08, 2017","205,565,000",45.79,48.63,45.90,"2,403,230,000",49.37
"Aug 07, 2017","106,560,000",45.12,45.80,45.17,"2,364,540,000",46.48
"Aug 06, 2017","147,891,000",45.10,45.10,46.84,"2,451,490,000",47.30
"Aug 05, 2017","248,320,000",43.48,46.86,43.49,"2,275,090,000",46.92
"Aug 04, 2017","114,810,000",42.82,43.45,42.89,"2,243,440,000",43.71
"Aug 03, 2017","95,497,600",42.13,42.86,42.19,"2,206,190,000",43.17
"Aug 02, 2017","103,557,000",42.07,42.13,43.07,"2,251,650,000",43.21
"Aug 01, 2017","203,656,000",41.09,43.04,43.02,"2,248,110,000",43.77
"Jul 31, 2017","240,821,000",38.95,43.02,40.34,"2,107,540,000",44.03
"Jul 30, 2017","75,746,700",40.06,40.42,41.18,"2,150,970,000",41.82
"Jul 29, 2017","109,945,000",38.74,41.12,40.56,"2,117,650,000",41.34
"Jul 28, 2017","137,556,000",35.94,40.61,42.22,"2,203,520,000",42.47
"Jul 27, 2017","81,714,000",41.39,42.14,42.35,"2,210,020,000",42.62
"Jul 26, 2017","121,389,000",40.63,42.23,42.29,"2,206,000,000",42.70
"Jul 25, 2017","206,307,000",41.07,42.24,44.48,"2,319,870,000",44.79
"Jul 24, 2017","158,532,000",43.29,44.41,44.16,"2,302,370,000",44.81
"Jul 23, 2017","219,257,000",42.94,44.06,46.63,"2,430,320,000",46.64
"Jul 22, 2017","132,333,000",45.45,46.56,45.77,"2,385,020,000",46.80
"Jul 21, 2017","286,020,000",44.52,45.76,45.07,"2,347,580,000",47.45
"Jul 20, 2017","354,802,000",40.96,45.02,40.96,"2,132,670,000",45.45
"Jul 19, 2017","246,377,000",40.56,40.86,44.35,"2,308,550,000",44.42
"Jul 18, 2017","380,816,000",41.47,44.30,42.62,"2,218,090,000",45.33
"Jul 17, 2017","355,036,000",40.17,42.67,41.19,"2,142,760,000",43.07
"Jul 16, 2017","393,366,000",36.38,40.91,38.92,"2,024,150,000",41.97
"Jul 15, 2017","327,332,000",37.78,38.92,42.81,"2,225,560,000",42.81
"Jul 14, 2017","320,419,000",40.80,42.80,46.36,"2,409,670,000",46.48
"Jul 13, 2017","229,105,000",45.39,46.33,48.72,"2,531,820,000",49.05
"Jul 12, 2017","369,964,000",44.07,48.75,45.26,"2,350,960,000",49.07
"Jul 11, 2017","400,045,000",43.65,45.33,46.27,"2,403,210,000",47.39
"Jul 10, 2017","373,253,000",44.74,46.58,49.91,"2,591,230,000",50.53
"Jul 09, 2017","409,244,000",49.53,49.58,52.36,"2,717,950,000",53.31
"Jul 08, 2017","604,987,000",44.67,52.14,46.64,"2,420,160,000",52.75
"Jul 07, 2017","553,712,000",45.63,46.58,51.10,"2,650,900,000",51.14
"Jul 06, 2017","461,149,000",50.12,51.13,53.20,"2,758,680,000",53.20
"Jul 05, 2017","790,609,000",50.60,53.19,55.27,"2,865,630,000",56.03
"Jul 04, 2017","1,101,750,000",46.56,55.33,46.56,"2,413,260,000",55.42
"Jul 03, 2017","729,938,000",40.97,46.43,41.48,"2,149,160,000",48.40
"Jul 02, 2017","315,630,000",37.80,41.57,38.95,"2,017,570,000",43.27
"Jul 01, 2017","225,507,000",38.47,38.99,40.40,"2,092,370,000",40.58
"Jun 30, 2017","251,184,000",40.17,40.35,41.04,"2,124,870,000",41.75
"Jun 29, 2017","300,131,000",40.35,41.07,42.83,"2,216,710,000",42.83
"Jun 28, 2017","353,444,000",39.18,42.85,40.82,"2,111,870,000",43.61
"Jun 27, 2017","565,265,000",36.20,40.54,41.13,"2,127,600,000",41.39
"Jun 26, 2017","538,072,000",37.55,41.13,44.04,"2,277,350,000",44.35
"Jun 25, 2017","354,372,000",43.05,43.92,44.49,"2,300,180,000",46.22
"Jun 24, 2017","321,214,000",44.01,44.49,47.25,"2,442,000,000",47.44
"Jun 23, 2017","284,270,000",47.27,47.34,47.75,"2,467,280,000",48.42
"Jun 22, 2017","445,323,000",45.87,47.71,47.72,"2,465,100,000",48.85
"Jun 21, 2017","640,054,000",44.22,47.79,47.30,"2,442,610,000",49.73
"Jun 20, 2017","612,935,000",45.75,47.22,50.41,"2,602,590,000",51.47
"Jun 19, 2017","1,342,360,000",44.99,50.32,46.16,"2,382,490,000",53.55
"Jun 18, 2017","1,016,220,000",42.43,46.04,47.44,"2,447,790,000",47.44
"Jun 17, 2017","1,730,780,000",36.18,47.65,36.18,"1,866,370,000",49.30
"Jun 16, 2017","515,973,000",29.55,35.70,30.28,"1,561,380,000",35.70
"Jun 15, 2017","314,502,000",27.31,30.22,30.22,"1,557,670,000",30.37
"Jun 14, 2017","278,323,000",29.32,30.22,30.74,"1,584,220,000",32.06
"Jun 13, 2017","150,455,000",29.33,30.64,29.49,"1,519,410,000",30.64
"Jun 12, 2017","372,663,000",27.80,29.50,33.23,"1,711,460,000",33.23
"Jun 11, 2017","406,218,000",30.16,33.22,30.50,"1,570,430,000",33.56
"Jun 10, 2017","202,679,000",29.66,30.44,29.68,"1,528,070,000",30.59
"Jun 09, 2017","176,841,000",29.62,29.68,30.19,"1,553,630,000",30.59
"Jun 08, 2017","229,005,000",27.88,30.21,28.38,"1,460,360,000",30.34
"Jun 07, 2017","264,597,000",28.37,28.39,30.57,"1,572,550,000",30.68
"Jun 06, 2017","321,099,000",29.26,30.55,30.84,"1,586,150,000",31.33
"Jun 05, 2017","366,901,000",28.09,30.84,28.09,"1,444,260,000",30.99
"Jun 04, 2017","204,435,000",26.95,27.94,27.65,"1,421,270,000",27.94
"Jun 03, 2017","290,556,000",26.63,27.66,29.04,"1,492,070,000",29.17
"Jun 02, 2017","332,251,000",27.74,28.94,28.90,"1,484,470,000",29.89
"Jun 01, 2017","420,473,000",25.30,28.80,25.34,"1,301,540,000",29.62
"May 31, 2017","298,675,000",23.18,25.30,24.29,"1,247,240,000",25.57
"May 30, 2017","216,944,000",24.03,24.14,25.32,"1,299,460,000",26.13
"May 29, 2017","219,796,000",23.28,25.21,24.32,"1,248,110,000",25.69
"May 28, 2017","377,039,000",22.11,24.22,24.01,"1,231,490,000",26.07
"May 27, 2017","505,424,000",20.10,23.74,23.40,"1,200,170,000",25.43
"May 26, 2017","484,254,000",22.56,23.75,30.33,"1,554,680,000",31.32
"May 25, 2017","687,651,000",28.87,29.90,34.47,"1,766,650,000",36.21
"May 24, 2017","196,292,000",31.71,34.45,32.12,"1,645,910,000",35.16
"May 23, 2017","216,875,000",24.93,32.11,25.30,"1,296,170,000",32.11
